Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,director,budget,opening_weekend_Gross,grossWorldWide,gross_US_Canada,countries_origin,filming_locations,production_company,awards_content,genres,Languages,release_date,stars
413. My Entire High School Sinking Into the Sea,2016,1h 15m,PG-13,6.1,1.3K,72,"An earthquake causes a high school to float into the sea, where it slowly sinks like a shipwreck.",https://www.imdb.com/title/tt5538568/?ref_=sr_i_413,,,,,,,,,,,,,,
414. Alive and Kicking,2016,1h 28m,Not Rated,7.2,522,77,"Alive and Kicking gives the audience an intimate, insider's view into the culture of the current swing dance world while shedding light on issues facing modern society.",https://www.imdb.com/title/tt4329394/?ref_=sr_i_414,,,,,,,,,,,,,,
415. Phantom Detective,2016,2h 6m,PG-13,6.3,1.4K,,"HONG Gildong is an infallible private detective with an exceptional memory and quirky personality. While chasing the only target he failed to find, he gets entangled in a much bigger conspiracy than he bargained for.",https://www.imdb.com/title/tt5644726/?ref_=sr_i_415,,,,,,,,,,,,,,
416. The Teacher,2016,1h 42m,Unrated,7.2,3.9K,77,"The arrival of Maria Drazdechova, associated with the Communist party, to a school in Bratislava in 1983 worries parents, students, and colleagues.",https://www.imdb.com/title/tt5061162/?ref_=sr_i_416,,,,,,,,,,,,,,
417. The Tenth Man,2016,1h 22m,Unrated,5.8,1.3K,66,"After years away, Ariel (Alan Sabbagh) returns to Buenos Aires seeking to reconnect with his father Usher, who founded a charity foundation in Once, the city's bustling Jewish district where Ariel spent his youth. In the process of trying to meet his father and getting entangled in his charitable commitments, Ariel meets Eva (Julieta Zylberberg, Wild Tales). Eva's independent spirit motivates Ariel to come to grips with the traditions that once divided him and his father.",https://www.imdb.com/title/tt5446610/?ref_=sr_i_417,,,,,,,,,,,,,,
418. Trapped,2016,1h 30m,Not Rated,7.1,269,77,"From 2011 to 2013, hundreds of regulations were passed restricting access to abortion in America. Reproductive rights advocates refer to these as ""TRAP"" laws, or Targeted Regulation of Abortion Providers. While these laws have been enacted in 11 states, Southern clinics, in particular have been hit hardest and are now in a fight for survival. In Texas, less than half of the clinics open in 2013 are still functioning. In Alabama, three clinics struggle to keep their doors open. And in Mississippi, just one abortion clinic remains. Some of the most common requirements with which clinics struggle to comply include: requiring physicians to obtain admitting privileges from local hospitals for any doctor performing abortions, requiring that clinics undertake expensive renovations such as widening hallways by a few inches to accommodate wheelchairs and gurneys they will rarely use, and requiring other regulations usually reserved for hospitals even though abortion providers rarely require such a high level of care. But even in this hostile environment the doctors, clinic owners and staff refuse to give up. Trapped interweaves the personal stories behind these regulatory battles: from the physician who crisscrosses the country assuring medical services are available; to the strong women and men who run the clinics; to the lawyers leading the legal charge to eliminate these laws; to the women they are all determined to help. In this feature length character driven film, our main characters fight alongside a dedicated cadre of attorneys to preserve abortion rights in a country living with the mistaken belief that Roe v. Wade still protects a woman's right to choose.",https://www.imdb.com/title/tt5259692/?ref_=sr_i_418,,,,,,,,,,,,,,
419. The Gardener,2016,1h 28m,TV-G,7.4,298,61,"The Gardener is a documentary directed by Sebastien Chabot about Frank Cabot's Les Quatre Vents, aka Cabot Garden, a magnificent private garden in the Charlevoix region near Quebec City.",https://www.imdb.com/title/tt6566400/?ref_=sr_i_419,,,,,,,,,,,,,,
420. The Tiger Hunter,2016,1h 34m,Not Rated,6.0,1.1K,66,"A young Indian man relocates to 1970s Chicago to become an engineer, but when his job falls through, resorts to an elaborate charade with misfit friends in order to woo his childhood sweetheart.",https://www.imdb.com/title/tt3853830/?ref_=sr_i_420,,,,,,,,,,,,,,
421. In a Valley of Violence,2016,1h 44m,R,6.1,22K,64,A mysterious stranger and a random act of violence drag a town of misfits and nitwits into the bloody crosshairs of revenge.,https://www.imdb.com/title/tt3608930/?ref_=sr_i_421,,,,,,,,,,,,,,
422. Donald Cried,2016,1h 25m,Not Rated,6.6,1.4K,72,"With sudden passing of his grandmother, Peter Latang returns to his hometown and encounters his long lost, childhood friend, Donald Treebeck. What begins as a simple favor, turns into a long day's journey into the past.",https://www.imdb.com/title/tt4442604/?ref_=sr_i_422,,,,,,,,,,,,,,
423. Time Renegades,2016,1h 47m,PG-13,6.8,1.3K,,A high-school teacher in 1983 and a detective in 2015 join forces through their dreams to change the perilous fate of the woman they both love--30 years apart.,https://www.imdb.com/title/tt5597408/?ref_=sr_i_423,,,,,,,,,,,,,,
424. Bang! The Bert Berns Story,2016,1h 34m,,7.9,80,79,Music meets the Mob in this biography of '60s hitmaker and 2016 Rock and Roll Hall of Fame inductee Bert Berns.,https://www.imdb.com/title/tt5432624/?ref_=sr_i_424,,,,,,,,,,,,,,
425. Vanishing Time: A Boy Who Returned,2016,2h 10m,,7.2,2.4K,,"Five children go to the mountains; magically, one comes back a man.",https://www.imdb.com/title/tt6273736/?ref_=sr_i_425,,,,,,,,,,,,,,
426. Command and Control,2016,1h 32m,PG,7.3,1K,77,"Documentary of 1980's near-launch of a nuclear missile from Arkansas, based on Eric Shlosser's award-winning book of the same name.",https://www.imdb.com/title/tt5598206/?ref_=sr_i_426,,,,,,,,,,,,,,
427. Pele: Birth of a Legend,2016,1h 47m,PG,7.1,22K,39,Pele's meteoric rise from the slums of Sao Paulo to leading Brazil to its first World Cup victory at the age of 17 is chronicled in this biographical drama.,https://www.imdb.com/title/tt0995868/?ref_=sr_i_427,,,,,,,,,,,,,,
428. Dongju: The Portrait of a Poet,2016,1h 50m,,7.2,478,,The life and death of Dongju Yoon who dared to dream becoming a poet during the harsh period of Japan's occupation of Korea.,https://www.imdb.com/title/tt5799928/?ref_=sr_i_428,,,,,,,,,,,,,,
429. The Lovers & the Despot,2016,1h 38m,Unrated,6.6,1.1K,65,"The story of the South Korean actor, Choi Eun-hee, and her ex-husband and film director, Shin Sang-ok, who were individually kidnapped and reunited by dictator and film fan Kim Jong-il to force them to develop North Korea's film industry.",https://www.imdb.com/title/tt5278868/?ref_=sr_i_429,,,,,,,,,,,,,,
430. Voyage of Time,2016,44m,G,7.0,3.1K,77,"This documentary examines the origins of the universe, including the beginning of life on Earth.",https://www.imdb.com/title/tt6024606/?ref_=sr_i_430,,,,,,,,,,,,,,
431. High Strung,2016,1h 36m,PG,6.3,11K,48,"Dancer Ruby, starting at Manhattan Conservatory of the Arts, meets English violinist Johnnie, playing in a subway station. Music and dance follow.",https://www.imdb.com/title/tt3451230/?ref_=sr_i_431,,,,,,,,,,,,,,
432. Being 17,2016,1h 54m,Unrated,7.2,7.5K,83,"Damien lives with his mother Marianne, a doctor, while his father is on a tour of duty abroad. He is bullied by Thomas, whose mother is ill. The boys find themselves living together when Marianne invites Thomas to come and stay with them.",https://www.imdb.com/title/tt4331970/?ref_=sr_i_432,,,,,,,,,,,,,,
433. My Journey Through French Cinema,2016,3h 21m,Not Rated,7.7,1K,87,"Bertrand Tavernier's personal journey through French cinema, from films he enjoyed as a boy to his own early career, told through portraits of key creative figures.",https://www.imdb.com/title/tt5652594/?ref_=sr_i_433,,,,,,,,,,,,,,
434. My Annoying Brother,2016,1h 50m,PG,7.3,4.5K,,"A now-blind athlete must rely on his estranged brother, who may have just used him as an excuse to get himself out of jail. The two were never close, but brothers soon realize a connection they couldn't always see.",https://www.imdb.com/title/tt6388082/?ref_=sr_i_434,,,,,,,,,,,,,,
435. Tickling Giants,2016,1h 51m,TV-14,8.2,1.7K,78,"While the Egyptian revolution of 2011 is underway, surgeon turned comedian Bassem Youssef airs a television show that makes him popular to his countrymen but disliked by the government.",https://www.imdb.com/title/tt5494396/?ref_=sr_i_435,,,,,,,,,,,,,,
436. The Unknowns,2016,1h 25m,,8.7,67,,"A documentary about the Tomb of the Unknown Soldier, and the Sentinels who stand guard at our Nation's most sacred shrine 24/7.",https://www.imdb.com/title/tt4526922/?ref_=sr_i_436,,,,,,,,,,,,,,
437. Like for Likes,2016,2h,PG-13,6.4,743,,Three couples rely on social media to communicate their innermost feelings.,https://www.imdb.com/title/tt5358570/?ref_=sr_i_437,,,,,,,,,,,,,,
438. The Ornithologist,2016,1h 57m,Unrated,6.3,3.9K,85,"Fernando, a solitary ornithologist, is looking for black storks when he is swept away by the rapids. Rescued by a couple of Chinese pilgrims, he plunges into an eerie and dark forest, trying to get back on his track.",https://www.imdb.com/title/tt4929038/?ref_=sr_i_438,,,,,,,,,,,,,,
439. Keep Quiet,2016,1h 30m,,6.9,363,76,An anti-Semitic far-right politician's astonishing transformation after finding out he is Jewish.,https://www.imdb.com/title/tt4789160/?ref_=sr_i_439,,,,,,,,,,,,,,
440. The Take,2016,1h 32m,R,6.3,52K,48,A young pickpocket and an unruly CIA agent team up on an anti-terrorist mission in France.,https://www.imdb.com/title/tt2368619/?ref_=sr_i_440,,,,,,,,,,,,,,
441. From the Land of the Moon,2016,2h,R,6.6,6.9K,40,"In 1950s France, Gabrielle is a passionate, free-spirited woman who is in a loveless marriage and falls for another man when she is sent away to the Alps to treat her kidney stones. Gabrielle yearns to free herself and run away with André.",https://www.imdb.com/title/tt3794028/?ref_=sr_i_441,,,,,,,,,,,,,,
442. So B. It,2016,1h 38m,PG-13,6.9,726,46,"A young girl named Heidi, who lives with her mentally disabled mother, travels across the country to find out about her and her mother's past.",https://www.imdb.com/title/tt3663020/?ref_=sr_i_442,,,,,,,,,,,,,,
443. The Greasy Strangler,2016,1h 33m,Unrated,5.7,8.9K,58,"Ronnie runs a Disco walking tour with his son, Brayden. When a sexy woman takes the tour, it begins a competition between father and son for her love. It also signals the arrival of an oily strangler who stalks the streets at night.",https://www.imdb.com/title/tt4381236/?ref_=sr_i_443,,,,,,,,,,,,,,
444. 3 Weeks in Yerevan,2016,1h 32m,,7.1,217,,"In this heartwarming comedy, two filmmakers (Armen and Raffi), from Los Angeles, go to Armenia to shoot a feature length movie about a third generation American Armenian who goes to Yerevan to adopt a 12 year old. Teaming up with a local impresario (Rubo), the team begins the arduous task of casting for the parts, scouting locations and securing the last leg of the funding. What seems to be a perfect plan becomes a perfect storm of absurd meetings, unexpected discoveries and hysterical events, which come together to sabotage the project. The Minister of Culture, The chief of police, the director of Hyefilm Studios, the oligarch...They all offer to help, and yet all of them have their conditions - changing the plot of the script, adopting it to another period, casting a relative for a part, and ultimately a proposal to turn the simple, touching story into a biopic of an oligarch. The chemistry between the Rubo, Armen and Raffi creates an amazing hilarity, and their journey to realize their dream brings them face to face with some colorful characters, fantastic situations, and beautiful backdrops.",https://www.imdb.com/title/tt5791932/?ref_=sr_i_444,,,,,,,,,,,,,,
445. We Are X,2016,1h 33m,R,7.5,1.1K,64,A documentary film about the legendary Japanese rock band X JAPAN.,https://www.imdb.com/title/tt4835086/?ref_=sr_i_445,,,,,,,,,,,,,,
446. A Melody to Remember,2016,2h 4m,,7.1,414,,"During the Korean War, Second Lieutenant Sang-Yeol encounters a group of orphans while leading his platoon. Empathizing with their pain, he makes a choir with the children to protect them.",https://www.imdb.com/title/tt5093754/?ref_=sr_i_446,,,,,,,,,,,,,,
447. Nuts!,2016,1h 19m,Unrated,7.1,899,82,"The mostly true story of Dr. John Romulus Brinkley, an eccentric genius who built an empire with his goat-testicle impotence cure and a million-watt radio station.",https://www.imdb.com/title/tt5236900/?ref_=sr_i_447,,,,,,,,,,,,,,
448. Phantom of the Theatre,2016,1h 43m,13+,5.2,426,47,"A haunted theatre, filled with the vengeful spirits of a tragically-trapped performance troupe murdered in a fire 13 years ago, waits for the once-grand palatial playhouse to re-open with a new show - and bring in new victims.",https://www.imdb.com/title/tt5639650/?ref_=sr_i_448,,,,,,,,,,,,,,
449. The Land,2016,1h 44m,R,6.4,1.9K,50,"Four teenage boys in Cleveland, Ohio pursue dreams of professional skateboarding over the summer to escape inner city life but entanglement with a local crime boss endangers their brotherhood and lives.",https://www.imdb.com/title/tt5164412/?ref_=sr_i_449,,,,,,,,,,,,,,
450. The Death of Louis XIV,2016,1h 55m,,6.8,2.7K,76,"Upon returning from a hunting expedition, King Louis XIV feels a sharp pain in his leg. He begins to die, surrounded by loyal followers in the royal chambers.",https://www.imdb.com/title/tt5129510/?ref_=sr_i_450,,,,,,,,,,,,,,
